Left_team_title;Moneybet_for_left_team;Score;Right_team_title;Moneybet_for_right_team;Winning_team_match_result;Hypothesis
 118 Thunder Logic ;124300;   0 : 2   ; Zone null ;186269;Первая команда;Гипотеза верна
 92 The Quest ;212871;   2 : 1   ; BLITZKRIEG null ;45164;Вторая команда;Гипотеза верна
 33 NoChance ;905824;   0 : 2   ; Epsilon 49 ;440578;Первая команда;Гипотеза верна
 null Apeks ;54355;   6 : 16   ; Syman 59 ;248412;Первая команда;Гипотеза верна
 59 Syman ;239391;   16 : 2   ; Apeks null ;66322;Первая команда;Гипотеза верна
 43 AGO ;656409;   2 : 1   ; Nordavind 57 ;282841;Первая команда;Гипотеза верна
 55 pro100 ;335318;   16 : 7   ; Epsilon 49 ;731925;Первая команда;Гипотеза не верна
 74 Vexed ;174921;   10 : 16   ; Syman 59 ;431820;Вторая команда;Гипотеза не верна
 59 Syman ;49562;   16 : 5   ; Vexed 74 ;40906;Первая команда;Гипотеза не верна
 40 Winstrike ;1658; перенесён                                     ; forZe 22 ;4430;Вторая команда;Гипотеза верна
 9 North ;1553218;   2 : 0   ; FaZe 12 ;2143095;Вторая команда;Гипотеза верна
 null Surge ;20932;   1 : 2   ; Fighting 4 Freedom null ;10913;Вторая команда;Гипотеза не верна
 8 NRG ;2463323;   2 : 0   ; BIG 24 ;907823;Первая команда;Гипотеза не верна
 67 Ground Zero ;1883; перенесён                                     ; Grayhound 28 ;112471;Первая команда;Гипотеза не верна
 14 NiP ;2024672;   2 : 1   ; Spirit 25 ;739348;Первая команда;Гипотеза верна
 null slashLEVEL ;60995;   2 : 0   ; Big Frames null ;78242;Вторая команда;Гипотеза верна
 123 Variance ;43091;   0 : 2   ; Zone null ;107690;Вторая команда;Гипотеза не верна
 140 Santos ;13551;   16 : 10   ; INTZ.Academy 141 ;35357;Вторая команда;Гипотеза верна
 null WePlayGames ;7684;   6 : 16   ; Isurus 73 ;36382;Вторая команда;Гипотеза верна
 null ATMOS ;128831;   1 : 2   ; HAVU 48 ;343719;Первая команда;Гипотеза верна
 46 x-kom ;1015774;   1 : 2   ; Tricked 32 ;916587;Вторая команда;Гипотеза верна
 32 Tricked ;995; перенесён                                     ; Unicorns of Love 69 ;262;Первая команда;Гипотеза не верна
 69 Unicorns of Love ;93800; перенесён                                     ; Tricked 32 ;142247;Первая команда;Гипотеза верна
 null Salamander (ex-1998) ;9973;   1 : 2   ; pro100 55 ;84236;Вторая команда;Гипотеза не верна
 null ex-3DMAX ;76871;   16 : 10   ; SJ Gaming 62 ;28027;Первая команда;Гипотеза верна
 null Monolith ;24162;   16 : 10   ; Unicorns of Love 69 ;52417;Первая команда;Гипотеза верна
 54 ALTERNATE aTTaX ;62465;   2 : 0   ; Winstrike 40 ;183709;Первая команда;Гипотеза не верна
 69 Unicorns of Love ;40973;   16 : 10   ; Monolith null ;25222;Первая команда;Гипотеза верна
 22 forZe ;120357;   16 : 8   ; AGO 43 ;88522;Первая команда;Гипотеза верна
 6 Ence ;1740437;   2 : 1   ; FaZe 12 ;1012128;Вторая команда;Гипотеза верна
 3 Na'Vi ;2071679;   2 : 0   ; NRG 8 ;1244523;Первая команда;Гипотеза верна
 87 Genuine ;13968;   2 : 1   ; Athletico null ;14601;Первая команда;Гипотеза верна
 25 Spirit ;230883;   1 : 2   ; Vitality 4 ;1288010;Вторая команда;Гипотеза верна
 67 Ground Zero ;13505;   2 : 1   ; ex-Breakaway null ;22259;Первая команда;Гипотеза верна
 18 Tyloo ;725066;   1 : 2   ; BIG 24 ;1271804;Первая команда;Гипотеза верна
 75 evicted (AVANT) ;84286;   2 : 0   ; Jade 113 ;27647;Первая команда;Гипотеза не верна
 14 NiP ;1220089;   2 : 0   ; ViCi null ;270956;Вторая команда;Гипотеза не верна
 9 North ;1539836;   2 : 0   ; mibr 17 ;1479002;Первая команда;Гипотеза не верна
 null BBC ;31804;   1 : 2   ; Thunder Logic 118 ;31458;Вторая команда;Гипотеза верна
 13 FURIA ;971206;   2 : 0   ; Bad News Bears 78 ;135638;Вторая команда;Гипотеза верна
 null London ;83056;   0 : 2   ; Copenhagen Flames 68 ;157529;Вторая команда;Гипотеза не верна
 46 x-kom ;240564;   2 : 0   ; Endpoint null ;133204;Первая команда;Гипотеза не верна
 32 Tricked ;176062;   16 : 14   ; Monolith null ;91547;Первая команда;Гипотеза не верна
 null Monolith ;143958;   10 : 16   ; Tricked 32 ;220999;Первая команда;Гипотеза верна
 54 ALTERNATE aTTaX ;482559;   1 : 2   ; Movistar Riders 37 ;438994;Вторая команда;Гипотеза верна
 74 Vexed ;201147;   6 : 16   ; Monolith null ;147003;Вторая команда;Гипотеза не верна
 52 DreamEaters ;250426;   1 : 2   ; Nemiga 42 ;387782;Вторая команда;Гипотеза верна
 null Monolith ;124156;   12 : 16   ; Vexed 74 ;163420;Вторая команда;Гипотеза верна
 12 FaZe ;1407039;   1 : 2   ; Renegades 16 ;1334049;Первая команда;Гипотеза верна
 4 Vitality ;1095312;   0 : 2   ; Fnatic 7 ;524237;Вторая команда;Гипотеза верна
 6 Ence ;1316674;   2 : 0   ; ViCi null ;230758;Первая команда;Гипотеза не верна
 8 NRG ;1287316;   2 : 0   ; mibr 17 ;1560046;Первая команда;Гипотеза верна
 25 Spirit ;525379;   2 : 1   ; Tyloo 18 ;1250313;Вторая команда;Гипотеза не верна
 3 Na'Vi ;869618;   2 : 1   ; NiP 14 ;361842;Первая команда;Гипотеза верна
 24 BIG ;1054763;   2 : 0   ; paiN 84 ;165020;Первая команда;Гипотеза верна
 9 North ;743928;   2 : 0   ; Panda null ;39635;Первая команда;Гипотеза не верна
 47 Singularity ;20192;   2 : 0   ; Chris and the boys null ;4037;Первая команда;Гипотеза верна
 127 W7M ;130892;   2 : 1   ; Isurus 73 ;184440;Первая команда;Гипотеза верна
 47 Singularity ;27413;   2 : 0   ; Party Astronauts 90 ;13140;Вторая команда;Гипотеза верна
 null Chris and the boys ;160;   2 : 0   ; Royal (prospects) null ;233;Первая команда;Гипотеза верна
 47 Singularity ;100054;   16 : 5   ; LiviD 121 ;13247;Первая команда;Гипотеза верна
 null Old Guys Club ;21860;   11 : 16   ; Party Astronauts 90 ;29483;Вторая команда;Гипотеза верна
 null Chris and the boys ;17141;   16 : 9   ; Polar Ace null ;5229;Первая команда;Гипотеза не верна
 null mythic ;37519;   9 : 16   ; Royal (prospects) null ;17236;Первая команда;Гипотеза верна
 127 W7M ;1974;   2 : 0   ; Imperial (Brazil) null ;1211;Первая команда;Гипотеза верна
 76 DETONA ;175602;   0 : 2   ; Isurus 73 ;126724;Первая команда;Гипотеза не верна
 72 PACT ;95038;   1 : 2   ; Nemiga 42 ;126416;Вторая команда;Гипотеза не верна
 11 CR4ZY ;1314805;   2 : 1   ; Windigo 27 ;1380611;Первая команда;Гипотеза не верна
 73 Isurus ;35951;   2 : 0   ; Red Canids 133 ;3796;Вторая команда;Гипотеза верна
 96 Furious ;3215;   0 : 2   ; DETONA 76 ;19367;Вторая команда;Гипотеза верна
 null Imperial (Brazil) ;11234;   2 : 1   ; WePlayGames null ;3503;Вторая команда;Гипотеза не верна
 127 W7M ;12463;   2 : 0   ; Team Reapers 136 ;2586;Первая команда;Гипотеза не верна
 32 Tricked ;163265;   2 : 0   ; DreamEaters 52 ;102198;Первая команда;Гипотеза не верна
 6 Ence ;1538640;   1 : 2   ; Vitality 4 ;896477;Первая команда;Гипотеза верна
 null Revelation ;22307;   0 : 2   ; Fierce 85 ;281293;Вторая команда;Гипотеза верна
 42 Nemiga ;53839;   2 : 1   ; DreamEaters 52 ;42590;Вторая команда;Гипотеза не верна
 null ex-Runtime ;30175;   2 : 1   ; Kungar null ;10272;Вторая команда;Гипотеза верна
 30 GamerLegion ;55284;   2 : 1   ; Sprout 21 ;117530;Вторая команда;Гипотеза верна
 8 NRG ;1257227;   0 : 2   ; Fnatic 7 ;707545;Первая команда;Гипотеза верна
 null reflex(uk) ;11758;   0 : 2   ; The Pensioners null ;97650;Вторая команда;Гипотеза верна
 16 Renegades ;719955;   2 : 1   ; mibr 17 ;1137136;Первая команда;Гипотеза не верна
 42 Nemiga ;79311;   2 : 0   ; ex-Runtime null ;43499;Первая команда;Гипотеза верна
 null Kungar ;21458;   0 : 2   ; DreamEaters 52 ;63873;Вторая команда;Гипотеза не верна
 12 FaZe ;798999;   2 : 0   ; ViCi null ;297525;Первая команда;Гипотеза верна
 100 OFFSET ;47944;   3 : 0   ; ASP null ;17940;Первая команда;Гипотеза верна
 3 Na'Vi ;1106997;   2 : 0   ; BIG 24 ;427588;Первая команда;Гипотеза не верна
 14 NiP ;568363;   2 : 1   ; North 9 ;440373;Первая команда;Гипотеза верна
 null Athletico ;61669; отменен                                     ; Paradox 129 ;55172;Первая команда;Гипотеза верна
 18 Tyloo ;447089;   2 : 0   ; Panda null ;81746;Первая команда;Гипотеза верна
 84 paiN ;128661;   1 : 2   ; Spirit 25 ;576285;Первая команда;Гипотеза не верна
 75 evicted (AVANT) ;175059;   2 : 0   ; MC (R!OT gaming) null ;34927;Вторая команда;Гипотеза не верна
 136 Team Reapers ;8208;   16 : 3   ; Bonde da Stronda null ;5857;Первая команда;Гипотеза не верна
 136 Team Reapers ;628; отменен                                     ; Assault Team null ;561;Вторая команда;Гипотеза верна
 null WePlayGames ;4596;   16 : 10   ; Redemption POA 138 ;6236;Вторая команда;Гипотеза верна
 27 Windigo ;713623;   2 : 1   ; Sprout 21 ;255995;Вторая команда;Гипотеза не верна
 42 Nemiga ;125640;   0 : 2   ; DreamEaters 52 ;99793;Первая команда;Гипотеза не верна
 22 forZe ;1413463;   0 : 2   ; Heroic 15 ;2519145;Первая команда;Гипотеза не верна
 30 GamerLegion ;137030;   0 : 2   ; CR4ZY 11 ;434002;Первая команда;Гипотеза верна
 32 Tricked ;41949;   2 : 0   ; PACT 72 ;34546;Вторая команда;Гипотеза верна
 24 BIG ;1343360;   0 : 2   ; Vitality 4 ;2905651;Вторая команда;Гипотеза не верна
 null HOLLYWOOD ;1337;   0 : 2   ; DreamEaters 52 ;3476;Вторая команда;Гипотеза верна
 42 Nemiga ;2941;   2 : 0   ; Vaevictis null ;481;Вторая команда;Гипотеза верна
 3 Na'Vi ;1013128;   1 : 2   ; ViCi null ;178385;Первая команда;Гипотеза верна
 null ASP ;22473;   2 : 0   ; K1CK null ;32053;Вторая команда;Гипотеза верна
 7 Fnatic ;820247;   2 : 1   ; NiP 14 ;1607865;Первая команда;Гипотеза не верна
 17 mibr ;891792;   2 : 0   ; Panda null ;88054;Первая команда;Гипотеза верна
 12 FaZe ;1022930;   2 : 0   ; paiN 84 ;138316;Вторая команда;Гипотеза не верна
 18 Tyloo ;267727;   0 : 2   ; Renegades 16 ;621421;Первая команда;Гипотеза верна
 9 North ;1736022;   1 : 2   ; NRG 8 ;1331912;Первая команда;Гипотеза верна
 6 Ence ;1073136;   2 : 0   ; Spirit 25 ;146814;Первая команда;Гипотеза не верна
 15 Heroic ;1271923;   2 : 0   ; ex-3DMAX null ;293953;Первая команда;Гипотеза верна
 null Monolith ;265518;   1 : 2   ; Tricked 32 ;355937;Первая команда;Гипотеза верна
